start,end,id,total_len,country,mode,devicetype,language,consent,relationship,income_reference,income_year,income_month,income_week,country_birth_mother,country_birth_father,country_birth_partner,municipality_years,children_hh,children_out,childr_n_0to5,childr_n_6to15,others_n,grandchildren,pets__1,pets__2,pets__3,pets__4,pets__5,pets__6,contract,worklife_balance,telework,rand1,loneliness_djg_a,loneliness_djg_b,loneliness_djg_c,loneliness_djg_d,loneliness_djg_e,loneliness_djg_f,family_meet_face,family_meet_tele,family_n__1,family_n__1__open,friends_meet_face,friends_meet_tele,friends_n__1,friends_n__1__open,neighbours,social_support_a,social_support_b,social_support_c,social_support_d,relationship_happiness,social_activities_a,social_activities_b,social_activities_c,loneliness_ucla_a,loneliness_ucla_b,loneliness_ucla_c,relationship_need,loneliness_direct,loneliness_intensity,life_events__1,life_events__2,life_events__3,life_events__4,life_events__5,life_events__6,life_events__7,life_events__8,life_events__9,life_events__10,life_events__11,life_events__12,lost_spouse,interventions_heard,interventions_done__1,interventions_done__2,interventions_done__3,interventions_done__4,interventions_done__5,interventions_done__6,interventions_done__7,interventions_done__8,interventions_done__9,interventions_done__10,interventions_done__11,interventions_done__12,interventions_done__13,interventions_done__14,interventions_done__15,interventions_done__16,loneliness_work_a,loneliness_work_b,loneliness_work_c,loneliness_education_a,loneliness_education_b,loneliness_education_c,loneliness_stigma1,loneliness_stigma2,sm_purpose_a,sm_purpose_b,sm_purpose_c,sm_purpose_d,sm_purpose_e,sm_time_a,sm_time_b,sm_time_c,sm_time_d,feelings_nerv,feelings_hopel,feelings_restl,feelings_depr,feelings_worthl,risk_a,risk_b,risk_c,civic_attitudes_a,civic_attitudes_b,civic_attitudes_c,trust,vote,vote_open,child_health,child_health_relatives_1,child_health_relatives_2,child_health_relatives_3,child_health_relatives_4,child_health_relatives_5,child_health_relatives_6,child_relationship_a,child_relationship_b,child_friends,religion_child,religion_now,health_general,smoking,gender,date_birth_month,date_birth_year,age,age_class,country_birth_yourself,sex_orientation,education,adults_n,region_residence,municipality_type,work_status,main_job,occupation,nace_sector,income_source,exercise,health_condition,health_condition_intensity,w_country,w_country_5,w_design
21 Nov 22,21 Nov 22,1664,1303.692,Sweden,Online,Laptop/PC,sv,"Yes, I agree",Married or cohabitating,Your household's monthly income,,Income decile 7,,Sweden,Sweden,Sweden,44,3,3,0,0,0,"Yes, and I look after them regularly",,,,,,No pet at home,,,,loneliness_ucla first,No,No,No,More or less,More or less,Yes,Every two weeks,Every week,Number,13,Daily,Daily,Number,5,Almost every day,All of the time,All of the time,Most of the time,All of the time,9,Every two weeks,Every two weeks,Every week,Hardly ever or never,Hardly ever or never,Hardly ever or never,Once a month,None of the time,,,,,,,,,,,,None of the above,,,Yes,,,,,,,,,,,,,,,,,,,,,,,An issue that has implications for the individual as well as for the wider society,Feeling lonely is mostly due to factors and circumstances beyond a person’s control,Never,Never,Never,Never,Never,Never,Never,Never,Never,Very rarely,Never,Very rarely,Very rarely,Never,2,3,3,5,5,9,8,Socialdemokraterna (S),,Very good,,,"Had chronic, severe illnesses, disabilities or accidents",,,,10,2,Most of the time,On specific holidays only,On specific holidays only,Very good,"No, I don’t smoke at all",Female,June,1947,75,65+,Sweden,Heterosexual/straight,ISCED 5: Short-cycle tertiary education,2,Östra Sverige,A rural area or village,Retired,,,,Pensions,6 days,No,,.71145195,.40123487,.88142109
21 Nov 22,21 Nov 22,1665,708.24799,Italy,Online,Smartphone,it,"Yes, I agree",Married or cohabitating,Don't know,,Income decile 7,,Italy,Italy,Italy,30,0,2,0,0,0,"Yes, and I look after them regularly",Cat,Dog,,,,,,,,loneliness_djg first,No,No,No,More or less,No,Yes,More than once a week,Daily,Number,20,More than once a week,More than once a week,Number,10,Almost every day,A little of the time,Some of the time,Most of the time,All of the time,9,Every two months or less frequently,Every two months or less frequently,Every two months or less frequently,Hardly ever or never,Hardly ever or never,Hardly ever or never,Every week,None of the time,,,,,,,,,,,,None of the above,,,Don’t know,,,,,,,,,,,,,,,,,,,,,,,An issue that has implications for the individual as well as for the wider society,Both equally,2 to 5 times a day,Once a day or less,Once a day or less,Once a day or less,2 to 5 times a day,10-30 minutes per day,31–60 minutes per day,Never,1–2 hours per day,Rarely,Never,Rarely,Never,Never,1,5,2,9,7,6,3,I don't know,,Very good,,,,,None of the above,,10,10,Always,Once a week,Don’t know,Fairly good,"No, I smoke less than 10 cigarettes on average per day",Male,January,1950,72,65+,Italy,Heterosexual/straight,ISCED 7: Master’s or equivalent level,3,Sud,Small or medium-sized town,Other,,,,Prefer not to answer,3 days,No,,.32237923,.22213419,.4860599
21 Nov 22,21 Nov 22,1666,925.44403,Poland,Online,Laptop/PC,pl,"Yes, I agree",Single,Your household's weekly income,,,Don't know,Poland,Poland,,16,0,0,0,1,4,,Cat,Dog,,,,,,,,loneliness_ucla first,No,No,No,No,No,More or less,Daily,Daily,Number,4,Every week,More than once a week,Number,15,1-3 times a month,Don’t know,Some of the time,Most of the time,Prefer not to say,,Every two weeks,Every two months or less frequently,Never,Hardly ever or never,Some of the time,Some of the time,Every week,Some of the time,9,Separation from spouse/ partner,,,,"End of studies (successfully completing school, college or university or dropping out)",,,,,,,,,Yes,"Seeing friends, family members, or other loved ones",,,,,,,,,,,,,,,,,,,Rarely,Sometimes,Sometimes,An issue that has implications for the individual as well as for the wider society,Both equally,2 to 5 times a day,2 to 5 times a day,Once a day or less,2 to 5 times a day,2 to 5 times a day,31–60 minutes per day,10-30 minutes per day,1–2 hours per day,31–60 minutes per day,Very frequently,Never,Never,Occasionally,Very rarely,2,3,3,6,2,3,4,PSL – Koalicja Polska,,Very good,Smoke heavily,Drink heavily,,Had mental health problems,,,6,6,Rarely,On specific holidays only,Never,Average,"No, I don’t smoke at all",Male,August,2002,20,16-25,Poland,Heterosexual/straight,ISCED 3: Upper secondary education,4,Makroregion Województwo Mazowieckie,A rural area or village,In education,,,,Income from self-employment,3 days,No,,3.0000999,3.000098,1.7312226
21 Nov 22,21 Nov 22,1667,1208.256,Poland,Online,Laptop/PC,pl,"Yes, I agree",In a relationship,Your household's monthly income,,Income decile 2,,Poland,Poland,Poland,9,0,0,0,0,0,,,,,,,No pet at home,,4,I worked more than half time onsite at a workplace,loneliness_ucla first,No,No,No,More or less,More or less,Yes,Every two weeks,Every week,Number,7,Once a month,Every week,Number,0,Less than once a month,All of the time,All of the time,Most of the time,Most of the time,9,Every week,Every two months or less frequently,Every two months or less frequently,Hardly ever or never,Hardly ever or never,Hardly ever or never,Every two weeks,Some of the time,4,,,,,,,,,,,None of the above,,,Yes,"Seeing friends, family members, or other loved ones",,,,,,Contacted a church or religious organisation,,,,Took time for myself,,,,,,Rarely,Sometimes,,,,,An issue that has implications for the individual as well as for the wider society,Both equally,16 to 30 times a day,2 to 5 times a day,Once a day or less,2 to 5 times a day,2 to 5 times a day,31–60 minutes per day,1–2 hours per day,Less than 10 minutes per day,Never,Occasionally,Never,Rarely,Rarely,Very rarely,4,3,5,6,5,7,6,PSL – Koalicja Polska,,Average,,,,,None of the above,,7,6,Sometimes,Once a week,Once a week,Fairly good,"No, I don’t smoke at all",Male,March,1994,28,26-35,Poland,Heterosexual/straight,ISCED 4: Post-secondary non-tertiary education,2,Makroregion Centralny,Large town/city,"In paid work (or away temporarily) (employee, self-employed, working for your family business)",Don’t know,"Skilled worker (e.g., foreman – motor mechanic – printer – tool and die maker – electrician)","Social, cultural, personal and any other services",Wages or salaries,2 days,No,,3.0000999,3.000098,1.2538897
21 Nov 22,21 Nov 22,1668,1129.267,Sweden,Online,Smartphone,sv,"Yes, I agree",Married or cohabitating,Your household's monthly income,,Income decile 9,,Sweden,Sweden,Sweden,20,2,0,0,2,0,No,,,,,,No pet at home,Unlimited duration,7,I worked more than half time onsite at a workplace,loneliness_djg first,No,No,No,Yes,Yes,Yes,Every two months or less frequently,Daily,Number,7,Every two weeks,Every week,Number,3,About once a week,Most of the time,Most of the time,Some of the time,All of the time,5,Once a month,Never,Every two months or less frequently,Some of the time,Hardly ever or never,Some of the time,Once a month,A little of the time,5,,,,,,,COVID-19 infection of yourself,,,,,,,No,,,,,,,,,,,,,,None of the above,,,Rarely,Most of the time,Sometimes,,,,An issue that has implications for the individual as well as for the wider society,Feeling lonely is mostly due to factors and circumstances beyond a person’s control,Never,Never,Never,Once a day or less,Never,Never,Never,Never,10-30 minutes per day,Occasionally,Very rarely,Occasionally,Rarely,Rarely,3,4,3,6,4,7,8,Kristdemokraterna (KD),,Very good,,,,,None of the above,,9,9,Sometimes,Once a week,Once a month,Very good,"No, I don’t smoke at all",Female,August,1970,52,46-55,Sweden,Heterosexual/straight,ISCED 8: Doctoral or equivalent level,2,Östra Sverige,Large town/city,"In paid work (or away temporarily) (employee, self-employed, working for your family business)","An employee, working full-time","Professional and technical occupations (e.g., doctor – teacher – engineer – artist – accountant)",Services relating to health or social care,Wages or salaries,6 days,No,,.78659236,.49742436,.86551613
21 Nov 22,21 Nov 22,1669,1124.132,Italy,Online,Smartphone,it,"Yes, I agree",Married or cohabitating,Don't know,,Prefer not to say,,PREFER NOT TO ANSWER,PREFER NOT TO ANSWER,PREFER NOT TO ANSWER,24,1,0,0,0,0,No,,,,,,No pet at home,Unlimited duration,8,I worked more than half time onsite at a workplace,loneliness_djg first,No,No,No,More or less,More or less,More or less,Every two months or less frequently,Every two weeks,Number,4,Once a month,Every week,Number,4,Never or hardly ever,Most of the time,All of the time,Most of the time,All of the time,9,Never,Every two months or less frequently,Every two months or less frequently,Hardly ever or never,Hardly ever or never,Hardly ever or never,Every two months or less frequently,None of the time,,,,,,,,,,,,None of the above,,,No,,,,,,,,,,,,,,,,,Never,Always,Most of the time,,,,Don’t know,Don’t know,Once a day or less,Never,Never,Never,Once a day or less,Less than 10 minutes per day,Less than 10 minutes per day,Never,Never,Very rarely,Never,Rarely,Very rarely,Never,8,1,1,3,1,5,5,Most likely I wouldnt vote,,Fairly good,,,,,,Prefer not to say,8,8,Always,Don’t know,Never,Very good,"No, I smoke less than 10 cigarettes on average per day",Female,March,1963,59,56-65,Italy,Heterosexual/straight,ISCED 6: Bachelor’s or equivalent level,3,Centro,Large town/city,"In paid work (or away temporarily) (employee, self-employed, working for your family business)","An employee, working full-time","Professional and technical occupations (e.g., doctor – teacher – engineer – artist – accountant)","Administration and support services, including public administration and defence",Wages or salaries,6 days,No,,.20111838,.18213148,.79114777
21 Nov 22,21 Nov 22,1670,1413.833,France,Online,Laptop/PC,fr,"Yes, I agree",Married or cohabitating,Your household's monthly income,,Income decile 7,,France,France,France,47,0,3,0,0,0,"Yes, but I do not look after them regularly",,Dog,,,,,,,,loneliness_djg first,No,More or less,More or less,More or less,No,Yes,Every two months or less frequently,Every week,Number,10,Every two months or less frequently,Once a month,Number,6,Almost every day,A little of the time,A little of the time,Most of the time,A little of the time,8,Never,Never,Never,Some of the time,Some of the time,Some of the time,Every week,None of the time,,,Diagnosis of severe illness or life-threatening injury,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,An issue that has implications for the individual as well as for the wider society,Both equally,Once a day or less,Never,Never,Never,Once a day or less,Never,Less than 10 minutes per day,Never,Never,Rarely,Rarely,Rarely,Rarely,Very rarely,5,3,4,3,1,3,5,La République En Marche (LREM),,Fairly good,Smoke heavily,Drink heavily,"Had chronic, severe illnesses, disabilities or accidents",,,,9,8,Always,Never,Never,Fairly good,"No, I don’t smoke at all",Female,May,1951,71,65+,France,Heterosexual/straight,ISCED 3: Upper secondary education,1,Île de France,Large town/city,Retired,,,,Pensions,7 days,Yes,"Yes, a little",2.2747142,1.7756546,.80283248
21 Nov 22,21 Nov 22,1671,683.51099,Sweden,Online,Laptop/PC,sv,"Yes, I agree",Married or cohabitating,Your household's annual income,Income decile 10,,,Sweden,Sweden,Sweden,59,0,2,0,0,0,"Yes, but I do not look after them regularly",,,,,,No pet at home,Unlimited duration,8,I worked more than half time onsite at a workplace,loneliness_ucla first,No,No,No,More or less,More or less,No,Once a month,More than once a week,Number,4,Every two weeks,Every week,Number,3,Several times a week,Most of the time,All of the time,All of the time,All of the time,10,Once a month,Every two months or less frequently,Every two months or less frequently,Hardly ever or never,Hardly ever or never,Hardly ever or never,More than once a week,None of the time,,,,,,,,,,,,None of the above,,,Don’t know,,,,,,,,,,,,,,,,,Rarely,Most of the time,Most of the time,,,,An issue that has implications for the individual as well as for the wider society,Both equally,Once a day or less,2 to 5 times a day,Once a day or less,6 to 15 times a day,Once a day or less,31–60 minutes per day,Less than 10 minutes per day,Never,1–2 hours per day,Very rarely,Never,Never,Never,Never,3,7,4,8,4,8,4,Kristdemokraterna (KD),,Very good,Smoke heavily,,,,,,10,10,Most of the time,On specific holidays only,On specific holidays only,Very good,"No, I don’t smoke at all",Male,December,1962,59,56-65,Sweden,Heterosexual/straight,ISCED 5: Short-cycle tertiary education,2,Norra Sverige,Large town/city,"In paid work (or away temporarily) (employee, self-employed, working for your family business)","An employee, working full-time","Sales occupations (e.g., sales manager – shop owner – shop assistant – insurance agent)",Manufacturing or engineering,Wages or salaries,5 days,No,,.82968116,.6156143,.93926126
21 Nov 22,21 Nov 22,1672,1084.142,France,Online,Laptop/PC,fr,"Yes, I agree",Married or cohabitating,Prefer not to say,,Prefer not to say,,France,France,France,12,1,2,0,0,0,"Yes, but I do not look after them regularly",,Dog,,,,,,,,loneliness_ucla first,More or less,Yes,No,More or less,More or less,More or less,Prefer not to say,More than once a week,Prefer not to say,,Never,Prefer not to say,Prefer not to say,,Never or hardly ever,Don’t know,Some of the time,Don’t know,Prefer not to say,6,Never,Never,Never,Often,Some of the time,Often,More than once a week,Some of the time,9,,Diagnosis of severe illness or life-threatening injury,,,,,COVID-19 infection of yourself,COVID-19 infection of a member of your household,,,,,,Yes,,,,,Sought professional help by a therapist,,,,,,,,,,,,,,,,,,An issue that has implications for the individual as well as for the wider society,Both equally,Once a day or less,Once a day or less,Once a day or less,2 to 5 times a day,Once a day or less,2–3 hours per day,10-30 minutes per day,2–3 hours per day,4-5 hours per day,Rarely,Occasionally,Rarely,Occasionally,Never,1,1,1,Prefer not to say,Prefer not to say,1,4,Prefer not to say,,Fairly poor,,,,Had mental health problems,,,1,1,Rarely,Once a week,Never,Fairly poor,"No, I don’t smoke at all",Female,August,1957,65,56-65,France,Heterosexual/straight,ISCED 3: Upper secondary education,3,Auvergne - Rhône-Alpes,Small or medium-sized town,Retired,,,,Pensions,3 days,Yes,"Yes, a lot",1.8088256,1.7850209,1.7316043
21 Nov 22,21 Nov 22,1673,1610.311,Italy,Online,Smartphone,it,"Yes, I agree",Married or cohabitating,Your household's monthly income,,Don't know,,Italy,Italy,Italy,39,0,0,0,0,0,"Yes, but I do not look after them regularly",,,,,,No pet at home,Unlimited duration,10,I worked more than half time onsite at a workplace,loneliness_ucla first,No,No,No,Yes,Yes,Yes,More than once a week,Daily,Number,3,More than once a week,Daily,Number,20,Almost every day,All of the time,All of the time,All of the time,All of the time,8,Every two months or less frequently,Once a month,Every two months or less frequently,Hardly ever or never,Hardly ever or never,Hardly ever or never,Daily,None of the time,,,,,,,,,COVID-19 infection of a member of your household,,,,,,No,,,,,,,,,,,,,,,,,Never,Always,Always,,,,An issue that has implications for the individual as well as for the wider society,Both equally,2 to 5 times a day,2 to 5 times a day,Once a day or less,Once a day or less,6 to 15 times a day,10-30 minutes per day,31–60 minutes per day,Never,10-30 minutes per day,Occasionally,Occasionally,Occasionally,Never,Never,1,1,1,10,9,9,6,Partito Democratico (PD),,Average,,,,,None of the above,,10,1,Always,Once a month,Never,Average,"No, I don’t smoke at all",Female,January,1983,39,36-45,Italy,Heterosexual/straight,ISCED 5: Short-cycle tertiary education,2,Nord-Ovest,A rural area or village,"In paid work (or away temporarily) (employee, self-employed, working for your family business)","An employee, working full-time","Clerical occupations (e.g., secretary – clerk – office manager – book keeper)","Administration and support services, including public administration and defence",Wages or salaries,1 days,Yes,Not at all,.65821916,.62522233,1.7592348
